episode,reward,lives,frame_number
1,0.0,5,16
1,0.0,5,32
1,0.0,5,48
1,0.0,5,64
1,0.0,5,80
1,0.0,5,96
1,0.0,5,112
1,1.0,5,128
1,0.0,5,144
1,0.0,5,160
1,0.0,5,176
1,0.0,5,192
1,0.0,5,208
1,0.0,5,224
1,0.0,5,240
1,0.0,5,256
1,1.0,5,272
1,0.0,5,288
1,0.0,5,304
1,0.0,5,320
1,0.0,5,336
1,0.0,5,352
1,0.0,5,368
1,0.0,5,384
1,0.0,5,400
1,0.0,5,416
1,1.0,5,432
1,0.0,5,448
1,0.0,5,464
1,0.0,5,480
1,0.0,5,496
1,0.0,5,512
1,0.0,5,528
1,0.0,5,544
1,1.0,5,560
1,0.0,5,576
1,0.0,5,592
1,0.0,5,608
1,0.0,5,624
1,0.0,5,640
1,1.0,5,656
1,0.0,5,672
1,0.0,5,688
1,0.0,5,704
1,0.0,5,720
1,0.0,5,736
1,1.0,5,752
1,0.0,5,768
1,0.0,5,784
1,0.0,5,800
1,0.0,5,816
1,0.0,5,832
1,1.0,5,848
1,0.0,5,864
1,0.0,5,880
1,0.0,5,896
1,0.0,4,912
1,0.0,4,928
1,0.0,4,944
1,0.0,4,960
1,0.0,4,976
1,0.0,4,992
1,0.0,4,1008
1,0.0,4,1024
1,0.0,4,1040
1,0.0,4,1056
1,1.0,4,1072
1,0.0,4,1088
1,0.0,4,1104
1,0.0,4,1120
1,0.0,4,1136
1,0.0,4,1152
1,0.0,4,1168
1,0.0,4,1184
1,0.0,4,1200
1,0.0,4,1216
1,1.0,4,1232
1,0.0,4,1248
1,0.0,4,1264
1,0.0,4,1280
1,0.0,4,1296
1,0.0,4,1312
1,0.0,4,1328
1,0.0,4,1344
1,0.0,4,1360
1,0.0,4,1376
1,1.0,4,1392
1,0.0,4,1408
1,0.0,4,1424
1,0.0,4,1440
1,0.0,4,1456
1,0.0,4,1472
1,0.0,4,1488
1,0.0,4,1504
1,0.0,3,1520
1,0.0,3,1536
1,0.0,3,1552
1,0.0,3,1568
1,0.0,3,1584
1,0.0,3,1600
1,0.0,3,1616
1,0.0,3,1632
1,0.0,3,1648
1,0.0,3,1664
1,0.0,3,1680
1,1.0,3,1696
1,0.0,3,1712
1,0.0,3,1728
1,0.0,3,1744
1,0.0,3,1760
1,0.0,3,1776
1,0.0,3,1792
1,0.0,3,1808
1,0.0,3,1824
1,0.0,3,1840
1,0.0,3,1856
1,0.0,3,1872
1,1.0,3,1888
1,0.0,3,1904
1,0.0,3,1920
1,0.0,3,1936
1,0.0,3,1952
1,0.0,3,1968
1,0.0,3,1984
1,0.0,3,2000
1,0.0,3,2016
1,0.0,3,2032
1,0.0,3,2048
1,0.0,3,2064
1,0.0,3,2080
1,4.0,3,2096
1,0.0,3,2112
1,0.0,3,2128
1,0.0,3,2144
1,0.0,3,2160
1,0.0,3,2176
1,0.0,3,2192
1,0.0,3,2208
1,0.0,3,2224
1,0.0,3,2240
1,1.0,3,2256
1,0.0,3,2272
1,0.0,3,2288
1,0.0,3,2304
1,0.0,3,2320
1,0.0,3,2336
1,1.0,3,2352
1,0.0,3,2368
1,0.0,3,2384
1,0.0,3,2400
1,0.0,3,2416
1,0.0,3,2432
1,1.0,3,2448
1,0.0,3,2464
1,0.0,3,2480
1,0.0,3,2496
1,0.0,3,2512
1,0.0,3,2528
1,1.0,3,2544
1,0.0,3,2560
1,0.0,3,2576
1,0.0,3,2592
1,0.0,2,2608
1,0.0,2,2624
1,0.0,2,2640
1,0.0,2,2656
1,0.0,2,2672
1,0.0,2,2688
1,0.0,2,2704
1,0.0,2,2720
1,0.0,2,2736
1,1.0,2,2752
1,0.0,2,2768
1,0.0,2,2784
1,0.0,2,2800
1,0.0,2,2816
1,0.0,1,2832
1,0.0,1,2848
1,0.0,1,2864
1,0.0,1,2880
1,0.0,1,2896
1,0.0,1,2912
1,0.0,1,2928
1,0.0,1,2944
1,0.0,1,2960
1,4.0,1,2976
1,0.0,1,2992
1,0.0,1,3008
1,0.0,1,3024
1,0.0,1,3040
1,0.0,1,3056
1,0.0,1,3072
1,0.0,1,3088
1,0.0,1,3104
1,0.0,1,3120
1,1.0,1,3136
1,0.0,1,3152
1,0.0,1,3168
1,0.0,1,3184
1,0.0,1,3200
1,0.0,1,3216
1,0.0,1,3232
1,0.0,1,3248
1,0.0,1,3264
1,0.0,1,3280
1,0.0,1,3296
1,0.0,1,3312
1,0.0,1,3328
1,1.0,1,3344
1,0.0,1,3360
1,0.0,1,3376
1,0.0,1,3392
1,0.0,1,3408
1,0.0,1,3424
1,0.0,1,3440
1,0.0,1,3456
1,0.0,1,3472
1,1.0,1,3488
1,0.0,1,3504
1,0.0,1,3520
1,0.0,1,3536
1,0.0,1,3552
1,0.0,1,3568
1,1.0,1,3584
1,0.0,1,3600
1,0.0,1,3616
1,0.0,1,3632
1,0.0,1,3648
1,0.0,1,3664
1,1.0,1,3680
1,0.0,1,3696
1,0.0,1,3712
1,0.0,1,3728
1,0.0,1,3744
1,0.0,1,3760
1,0.0,1,3776
1,4.0,1,3792
1,0.0,1,3808
1,0.0,1,3824
1,0.0,1,3840
1,0.0,0,3848
